account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,latest_sub_id,latest_sub_start,latest_sub_end,current_plan,current_seats,current_mrr,is_trial_current,has_upgraded,has_downgraded,is_currently_active,current_sub_duration_days,total_subscriptions,first_sub_date,avg_mrr,max_mrr,total_mrr_paid,total_upgrades,total_downgrades,churn_count,latest_churn_date,primary_churn_reason,all_churn_feedback,total_tickets,high_priority_tickets,avg_resolution_hours,avg_satisfaction,total_escalations,avg_first_response_mins,total_feature_events,total_feature_uses,total_usage_seconds,total_errors,beta_feature_uses,has_churned,customer_lifetime_days,customer_lifetime_months,cohort_month,ticket_intensity,error_intensity,lifetime_months_rounded,ticket_segment,engagement_level,used_beta
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False,S-029c20,2024-12-13,2024-10-30,Basic,10,0,True,False,False,True,494,11,2023-03-25,2617.090909090909,17711,28788,0,0,1.0,2023-04-29,competitor,too expensive,2.0,1.0,46.5,5.0,0.0,123.0,52,520,164121,22,10,True,75,2.5,2023-02,0.8,0.4230769230769231,2,1-2 Tickets,High (50-75%),True
A-c16cf7,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,S-6b9696,2024-12-23,2024-11-12,Basic,35,665,False,False,False,True,484,10,2024-10-18,1227.4,4776,12274,0,0,2.0,2024-12-07,budget,too expensive,3.0,0.0,48.333333333333336,3.5,0.0,111.66666666666667,58,577,144846,26,8,True,52,1.7,2024-10,1.7647058823529411,0.4482758620689655,2,3-5 Tickets,High (50-75%),True
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,S-48ce17,2024-12-08,2024-12-14,Enterprise,22,4378,False,False,False,True,499,9,2024-06-11,2351.1111111111113,4378,21160,1,1,2.0,2024-10-12,budget,missing features | switched to competitor,4.0,3.0,24.25,4.0,0.0,119.5,47,457,133864,34,6,True,125,4.2,2024-06,0.9523809523809523,0.723404255319149,4,3-5 Tickets,Medium (25-50%),True
A-6965e1,Company_379,DevTools,US,2024-11-25,organic,Basic,13,False,False,S-dacc80,2024-12-30,,Basic,13,247,False,False,False,True,477,12,2024-12-05,2313.75,7562,27765,1,1,3.0,2024-12-09,budget,switched to competitor,3.0,1.0,39.0,3.0,0.0,128.33333333333334,59,627,188154,29,4,True,14,0.5,2024-11,6.0,0.4915254237288136,0,3-5 Tickets,High (50-75%),True
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,S-9ea111,2024-12-10,2024-11-20,Enterprise,34,6766,False,False,False,True,497,7,2024-11-03,2210.0,6766,15470,1,0,2.0,2024-11-26,support,switched to competitor | switched to competitor,4.0,2.0,20.0,4.0,0.0,69.25,45,463,152435,30,3,True,35,1.2,2024-10,3.3333333333333335,0.6666666666666666,1,3-5 Tickets,Medium (25-50%),True
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Pro,16,False,False,S-d8c527,2024-12-21,,Basic,25,475,False,False,False,True,486,4,2024-09-16,1215.25,3184,4861,0,0,5.0,2024-12-27,budget,switched to competitor | switched to competitor | switched to competitor | too expensive,2.0,2.0,33.5,,0.0,105.0,25,244,74890,7,2,True,107,3.6,2024-09,0.5555555555555556,0.28,4,1-2 Tickets,Low (Bottom 25%),True
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Pro,31,False,False,S-9a115f,2024-12-29,2024-07-22,Enterprise,45,8955,False,False,False,True,478,10,2024-04-21,3912.0,8955,39120,1,1,2.0,2024-06-17,features,too expensive | too expensive,4.0,3.0,47.5,3.0,1.0,98.0,39,438,141649,18,4,True,79,2.6,2024-03,1.5384615384615383,0.46153846153846156,3,3-5 Tickets,Medium (25-50%),True
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,S-f22b7f,2024-12-27,2024-12-27,Enterprise,40,7960,False,False,False,False,0,7,2024-02-28,6217.285714285715,15721,43521,3,0,1.0,2024-04-14,unknown,switched to competitor,3.0,2.0,40.0,4.333333333333333,0.0,75.33333333333333,38,387,114913,13,4,True,62,2.1,2024-02,1.4285714285714286,0.34210526315789475,2,3-5 Tickets,Low (Bottom 25%),True
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,False,S-3af70e,2024-11-17,2024-11-27,Enterprise,23,4577,False,False,False,True,520,7,2023-04-11,2776.4285714285716,4577,19435,2,0,2.0,2024-10-13,budget,switched to competitor,5.0,2.0,36.0,4.5,0.0,89.8,43,451,128119,21,2,True,625,20.8,2023-01,0.24038461538461536,0.4883720930232558,21,3-5 Tickets,Medium (25-50%),True
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Basic,27,False,False,S-6d6ab6,2024-12-21,2024-01-28,Basic,27,513,False,False,False,True,486,11,2023-11-29,1141.5454545454545,2548,12557,1,1,0.0,,,,4.0,0.0,53.75,3.5,0.0,82.75,59,582,174162,28,7,False,1086,36.2,2023-05,0.11049723756906077,0.4745762711864407,36,3-5 Tickets,High (50-75%),True
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41,True,False,S-9cb6a7,2024-12-21,2024-12-25,Basic,41,779,False,False,False,True,486,11,2024-09-26,1714.5454545454545,8159,18860,0,0,1.0,2024-10-09,unknown,switched to competitor,1.0,1.0,24.0,4.0,0.0,5.0,62,619,177209,38,9,True,21,0.7,2024-09,1.4285714285714286,0.6129032258064516,1,1-2 Tickets,High (50-75%),True
A-089363,Company_387,FinTech,AU,2023-05-06,event,Basic,2,False,False,S-00b0bc,2024-12-12,2024-12-31,Enterprise,9,0,True,False,False,True,495,14,2023-06-03,1507.4285714285713,8557,21104,2,0,1.0,2023-11-27,pricing,switched to competitor,3.0,1.0,35.0,3.6666666666666665,0.0,91.33333333333333,61,628,196491,33,9,True,205,6.8,2023-05,0.4411764705882353,0.5409836065573771,7,3-5 Tickets,High (50-75%),True
A-524364,Company_388,DevTools,FR,2024-12-31,partner,Enterprise,3,False,False,S-47b86b,2024-12-31,,Pro,11,539,False,False,False,True,476,6,2024-12-31,1592.0,8557,9552,0,0,0.0,,,,3.0,2.0,47.666666666666664,4.333333333333333,0.0,75.33333333333333,26,237,72569,24,2,False,476,15.9,2024-12,0.18867924528301885,0.9230769230769231,16,3-5 Tickets,Low (Bottom 25%),True
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Pro,14,True,False,S-c1316c,2024-07-30,,Enterprise,60,11940,False,False,False,True,630,8,2024-01-30,3797.0,11940,30376,0,1,1.0,2024-08-01,unknown,too expensive,5.0,4.0,39.6,3.6666666666666665,0.0,122.0,44,448,145908,16,7,True,223,7.4,2023-12,0.6756756756756757,0.36363636363636365,7,3-5 Tickets,Medium (25-50%),True
A-756192,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,False,S-e89b90,2024-12-12,,Pro,38,1862,False,False,False,True,495,10,2023-09-17,2140.0,7761,21400,1,0,0.0,,,,3.0,2.0,37.333333333333336,4.0,0.0,102.33333333333333,64,617,183585,43,3,False,1045,34.8,2023-06,0.08620689655172414,0.671875,35,3-5 Tickets,Power User (Top 25%),True
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,S-f3d5d7,2024-11-22,,Enterprise,20,3980,False,False,False,True,515,14,2023-05-11,2222.0,9751,31108,2,0,0.0,,,,3.0,0.0,13.666666666666666,3.5,1.0,87.66666666666667,65,687,187183,45,10,False,1082,36.1,2023-05,0.08310249307479224,0.6923076923076923,36,3-5 Tickets,Power User (Top 25%),True
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Pro,30,True,False,S-8a7e47,2024-12-27,,Basic,49,931,False,False,False,True,480,12,2023-05-25,3009.3333333333335,6468,36112,3,0,2.0,2023-11-11,budget,missing features | too expensive,2.0,1.0,64.0,3.0,0.0,86.0,62,640,200957,28,6,True,288,9.6,2023-01,0.20833333333333334,0.45161290322580644,10,1-2 Tickets,High (50-75%),True
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,False,S-f497df,2024-12-21,,Basic,71,1349,False,False,False,True,486,11,2024-07-29,1781.5454545454545,5174,19597,4,0,3.0,2024-12-16,budget,missing features | switched to competitor | too expensive,5.0,0.0,39.6,4.333333333333333,0.0,130.0,53,574,179405,12,3,True,151,5.0,2024-07,1.0,0.22641509433962265,5,3-5 Tickets,High (50-75%),True
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Enterprise,20,False,True,S-89a8a2,2024-10-21,2024-09-30,Pro,61,2989,False,False,False,True,547,10,2023-11-17,1731.5,3980,17315,2,1,1.0,2024-05-05,pricing,switched to competitor,2.0,1.0,33.5,4.5,1.0,80.0,56,550,154998,34,10,True,174,5.8,2023-11,0.3448275862068966,0.6071428571428571,6,1-2 Tickets,High (50-75%),True
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55,False,True,S-542c37,2024-12-27,,Pro,55,2695,False,False,False,True,480,13,2024-04-03,2298.769230769231,10945,29884,0,0,1.0,2024-05-11,support,missing features,4.0,3.0,27.0,4.0,0.0,88.25,88,866,269595,46,11,True,76,2.5,2024-02,1.6,0.5227272727272727,2,3-5 Tickets,Power User (Top 25%),True
A-69b156,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,True,S-c2f293,2024-12-10,2024-12-30,Basic,8,152,False,False,False,False,20,9,2023-12-27,1588.111111111111,5572,14293,0,2,0.0,,,,7.0,4.0,32.0,4.0,0.0,100.57142857142857,36,360,102483,20,2,False,882,29.4,2023-11,0.2380952380952381,0.5555555555555556,29,6+ Tickets,Low (Bottom 25%),True
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Basic,17,False,False,S-da7360,2024-10-26,,Basic,42,798,False,False,False,True,542,14,2023-07-14,1350.642857142857,5047,18909,1,0,1.0,2024-09-05,features,,2.0,2.0,43.5,3.0,0.0,54.0,70,743,198728,31,9,True,482,16.1,2023-05,0.12422360248447203,0.44285714285714284,16,1-2 Tickets,Power User (Top 25%),True
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,False,S-b7cbc2,2024-11-11,,Enterprise,7,0,True,False,False,True,526,8,2024-04-01,1205.0,6368,9640,1,1,0.0,,,,3.0,2.0,41.333333333333336,4.0,0.0,89.33333333333333,35,362,121184,32,3,False,763,25.4,2024-03,0.11811023622047245,0.9142857142857143,25,3-5 Tickets,Low (Bottom 25%),True
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69,False,True,S-b95aac,2024-12-16,2024-11-24,Pro,69,3381,False,False,False,True,491,13,2024-07-03,4973.307692307692,13731,64653,0,1,2.0,2024-10-28,budget,switched to competitor | missing features,5.0,2.0,37.8,4.6,1.0,49.0,69,692,181335,40,10,True,136,4.5,2024-06,1.1111111111111112,0.5797101449275363,4,3-5 Tickets,Power User (Top 25%),True
A-0f6450,Company_400,FinTech,US,2024-12-27,other,Pro,28,True,True,S-e11cde,2024-12-31,,Enterprise,28,5572,False,False,False,True,476,11,2024-12-27,2163.6363636363635,5572,23800,0,0,2.0,2024-12-30,competitor,missing features,8.0,1.0,29.75,3.8333333333333335,1.0,81.625,54,539,174670,39,8,True,3,0.1,2024-12,80.0,0.7222222222222222,0,6+ Tickets,High (50-75%),True
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,7,False,False,S-01daf5,2024-11-14,2024-12-10,Pro,23,1127,False,False,False,True,523,11,2023-04-06,966.9090909090909,1421,10636,2,0,1.0,2024-01-12,features,missing features,3.0,2.0,58.0,3.0,0.0,76.0,47,473,144853,16,3,True,296,9.9,2023-03,0.30303030303030304,0.3404255319148936,10,3-5 Tickets,Medium (25-50%),True
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Enterprise,22,False,False,S-88cc86,2024-12-20,2024-12-31,Enterprise,22,4378,False,False,False,False,11,16,2023-07-15,4280.5625,17711,68489,4,1,2.0,2024-02-09,budget,missing features | too expensive,4.0,3.0,40.25,3.6666666666666665,1.0,68.25,76,725,221904,43,9,True,276,9.2,2023-05,0.4347826086956522,0.5657894736842105,9,3-5 Tickets,Power User (Top 25%),True
A-d4e0d4,Company_403,FinTech,US,2024-10-18,other,Basic,117,False,False,S-61cc6f,2024-12-14,2024-12-03,Enterprise,117,23283,False,True,False,True,493,10,2024-10-18,13806.0,23283,138060,1,1,0.0,,,,4.0,1.0,39.25,4.0,0.0,76.25,49,488,144771,33,6,False,550,18.3,2024-10,0.2185792349726776,0.673469387755102,18,3-5 Tickets,Medium (25-50%),True
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,3,False,False,S-9e64bd,2024-09-07,,Pro,16,0,True,False,False,True,591,7,2023-08-30,769.1428571428571,1990,5384,0,0,0.0,,,,5.0,2.0,30.6,3.5,0.0,98.4,34,343,105853,18,1,False,1031,34.4,2023-06,0.14534883720930233,0.5294117647058824,34,3-5 Tickets,Low (Bottom 25%),True
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Basic,4,True,False,S-8985d3,2024-12-02,2024-12-21,Basic,26,494,False,False,False,True,505,11,2024-08-02,1501.4545454545455,4776,16516,3,0,1.0,2024-08-11,competitor,switched to competitor,3.0,2.0,30.333333333333332,4.0,0.0,78.0,47,490,132075,21,3,True,11,0.4,2024-07,7.5,0.44680851063829785,0,3-5 Tickets,Medium (25-50%),True
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Enterprise,21,False,False,S-f29e7f,2024-10-15,,Basic,22,418,False,False,False,True,553,5,2023-08-29,1205.0,4179,6025,1,0,0.0,,,,4.0,2.0,26.25,4.0,0.0,120.5,22,232,60604,8,4,False,1160,38.7,2023-02,0.10335917312661498,0.36363636363636365,39,3-5 Tickets,Low (Bottom 25%),True
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Enterprise,3,False,False,S-c0789c,2024-12-02,,Enterprise,26,0,True,False,False,True,505,9,2024-03-05,376.55555555555554,1178,3389,0,0,0.0,,,,5.0,4.0,28.8,4.0,0.0,96.4,46,461,142276,31,4,False,780,26.0,2024-03,0.19230769230769232,0.6739130434782609,26,3-5 Tickets,Medium (25-50%),True
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Pro,10,False,False,S-d56a2c,2024-10-29,,Pro,35,0,True,False,False,True,539,2,2024-09-18,95.0,190,190,0,0,1.0,2024-09-22,budget,,6.0,4.0,23.166666666666668,4.25,1.0,112.0,10,92,32629,0,0,True,72,2.4,2024-07,2.5,0.0,2,6+ Tickets,Low (Bottom 25%),False
A-4e0e85,Company_409,DevTools,US,2023-09-08,organic,Enterprise,6,False,False,S-1eba7d,2024-12-14,,Enterprise,39,0,True,True,False,True,493,8,2024-02-16,568.0,1862,4544,1,0,2.0,2024-03-14,competitor,too expensive,2.0,1.0,53.0,5.0,0.0,119.5,31,288,80419,9,2,True,188,6.3,2023-09,0.31746031746031744,0.2903225806451613,6,1-2 Tickets,Low (Bottom 25%),True
A-ad3abd,Company_410,FinTech,US,2023-03-03,event,Pro,44,False,False,S-fa2170,2024-10-14,2024-09-11,Pro,44,2156,False,False,False,True,554,7,2023-03-18,2413.714285714286,8756,16896,0,0,1.0,2023-07-12,competitor,,3.0,2.0,13.0,3.0,0.0,70.33333333333333,29,296,94866,11,1,True,131,4.4,2023-03,0.6818181818181818,0.3793103448275862,4,3-5 Tickets,Low (Bottom 25%),True
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,False,S-d90f0a,2024-10-23,,Pro,26,1274,False,False,False,True,545,12,2023-08-09,409.1666666666667,1960,4910,1,0,3.0,2024-06-27,competitor,missing features | switched to competitor | switched to competitor,3.0,3.0,30.666666666666668,4.666666666666667,0.0,115.0,45,456,144844,24,1,True,335,11.2,2023-07,0.26785714285714285,0.5333333333333333,11,3-5 Tickets,Medium (25-50%),True
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False,S-b7d290,2024-12-06,,Enterprise,69,13731,False,False,False,True,501,16,2023-11-27,3255.5625,13731,52089,1,0,0.0,,,,7.0,1.0,32.857142857142854,4.333333333333333,0.0,113.42857142857143,62,601,177512,28,4,False,880,29.3,2023-11,0.23890784982935154,0.45161290322580644,29,6+ Tickets,High (50-75%),True
A-5a92e7,Company_413,HealthTech,US,2024-06-11,ads,Pro,4,False,False,S-51673a,2024-12-17,2024-12-15,Pro,9,0,True,False,False,True,490,19,2024-06-13,666.8947368421053,2107,12671,0,0,2.0,2024-11-11,budget,missing features | missing features,7.0,4.0,45.0,4.4,0.0,86.14285714285714,85,885,276337,76,8,True,153,5.1,2024-06,1.3725490196078431,0.8941176470588236,5,6+ Tickets,Power User (Top 25%),True
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,ads,Basic,29,False,False,S-53e028,2024-09-14,2024-11-10,Basic,111,2109,False,False,False,True,584,10,2023-07-30,2061.2,9353,20612,1,0,0.0,,,,5.0,5.0,28.8,3.6666666666666665,0.0,121.0,56,564,158143,29,1,False,1081,36.0,2023-05,0.1388888888888889,0.5178571428571429,36,3-5 Tickets,High (50-75%),True
A-1e50e0,Company_415,Cybersecurity,DE,2023-02-21,other,Pro,19,True,True,S-f9c661,2024-09-05,2024-01-13,Enterprise,19,3781,False,False,False,True,593,5,2023-03-23,2659.0,4802,13295,1,0,2.0,2024-04-26,budget,switched to competitor | switched to competitor,2.0,2.0,20.5,5.0,1.0,143.0,20,194,62650,15,2,True,430,14.3,2023-02,0.13986013986013984,0.75,14,1-2 Tickets,Low (Bottom 25%),True
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50,False,False,S-c96d86,2024-11-04,,Basic,50,950,False,True,False,True,533,12,2023-10-11,4053.9166666666665,9950,48647,1,0,3.0,2024-11-13,competitor,switched to competitor | missing features,6.0,4.0,43.0,3.2,0.0,67.5,68,682,209315,47,2,True,428,14.3,2023-09,0.4195804195804196,0.6911764705882353,14,6+ Tickets,Power User (Top 25%),True
A-659280,Company_417,FinTech,IN,2023-11-17,event,Enterprise,13,True,True,S-f83141,2024-12-26,,Basic,17,0,True,False,False,True,481,12,2023-11-25,1787.5,6169,21450,2,0,2.0,2024-11-22,features,switched to competitor | too expensive,4.0,0.0,8.0,4.333333333333333,0.0,123.75,60,613,186122,34,6,True,371,12.4,2023-11,0.3225806451612903,0.5666666666666667,12,3-5 Tickets,High (50-75%),True
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23,False,False,S-ada718,2024-11-18,2024-12-17,Basic,23,437,False,False,False,True,519,10,2024-05-23,2335.9,9751,23359,1,1,1.0,2024-07-11,support,,5.0,2.0,55.0,4.0,1.0,88.6,55,524,158412,37,8,True,79,2.6,2024-04,1.923076923076923,0.6727272727272727,3,3-5 Tickets,High (50-75%),True
A-cb6cc6,Company_419,DevTools,US,2023-04-03,ads,Basic,13,True,False,S-9828eb,2024-10-01,,Pro,25,1225,False,False,False,True,567,7,2023-04-20,374.57142857142856,1225,2622,2,0,0.0,,,,3.0,2.0,16.333333333333332,3.5,0.0,131.66666666666666,35,314,101719,26,0,False,1114,37.1,2023-04,0.08086253369272237,0.7428571428571429,37,3-5 Tickets,Low (Bottom 25%),False
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,partner,Pro,6,False,False,S-90d405,2024-12-30,,Enterprise,6,1194,False,False,False,True,477,10,2024-09-03,2132.4,5373,21324,1,1,0.0,,,,1.0,1.0,36.0,4.0,0.0,31.0,34,344,126757,23,4,False,609,20.3,2024-08,0.04926108374384236,0.6764705882352942,20,1-2 Tickets,Low (Bottom 25%),True
A-d535f6,Company_421,DevTools,US,2024-09-03,organic,Basic,12,True,True,S-d538f6,2024-12-15,,Enterprise,12,0,True,False,True,True,492,9,2024-09-21,823.8888888888889,2388,7415,1,3,2.0,2024-11-26,features,switched to competitor | missing features,0.0,0.0,,,0.0,,47,477,146053,29,4,True,84,2.8,2024-09,0.0,0.6170212765957447,3,No Tickets,Medium (25-50%),True
A-39868b,Company_422,FinTech,AU,2024-03-17,partner,Pro,9,False,False,S-87b9f7,2024-11-28,,Basic,17,0,True,False,False,True,509,5,2024-04-25,838.8,1791,4194,1,0,2.0,2024-05-24,budget,too expensive,6.0,2.0,39.0,4.25,0.0,100.83333333333333,28,305,106292,21,5,True,68,2.3,2024-03,2.608695652173913,0.75,2,6+ Tickets,Low (Bottom 25%),True
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Enterprise,6,False,False,S-dbceba,2024-12-19,,Pro,36,1764,False,False,False,True,488,8,2024-01-31,1065.25,4378,8522,0,0,1.0,2024-10-09,features,,6.0,3.0,48.333333333333336,4.25,1.0,95.83333333333333,46,447,149032,30,5,True,273,9.1,2024-01,0.6593406593406593,0.6521739130434783,9,6+ Tickets,Medium (25-50%),True
A-337bc1,Company_424,Cybersecurity,US,2023-07-19,organic,Pro,30,True,False,S-28e491,2024-09-28,,Pro,30,0,True,False,True,True,570,7,2023-08-02,2768.4285714285716,6766,19379,2,2,2.0,2023-12-16,support,too expensive | missing features,4.0,2.0,32.5,4.0,1.0,62.75,43,425,141115,34,4,True,150,5.0,2023-07,0.8,0.7906976744186046,5,3-5 Tickets,Medium (25-50%),True
A-58b9ff,Company_425,DevTools,IN,2024-05-31,partner,Enterprise,2,False,False,S-150c8e,2024-11-03,2024-10-01,Pro,33,1617,False,False,False,True,534,13,2024-06-17,1741.6923076923076,15124,22642,1,1,1.0,2024-10-10,pricing,too expensive,2.0,0.0,66.0,4.0,1.0,79.0,65,667,200727,32,7,True,132,4.4,2024-05,0.45454545454545453,0.49230769230769234,4,1-2 Tickets,Power User (Top 25%),True
A-bf7919,Company_426,HealthTech,US,2024-11-27,organic,Pro,3,False,False,S-615a8a,2024-12-31,2024-12-29,Enterprise,11,0,True,False,False,True,476,6,2024-12-07,260.0,735,1560,0,0,2.0,2024-12-17,features,too expensive,2.0,1.0,14.5,5.0,0.0,81.5,26,262,77458,14,4,True,20,0.7,2024-11,2.857142857142857,0.5384615384615384,1,1-2 Tickets,Low (Bottom 25%),True
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,partner,Basic,24,False,True,S-1b713e,2024-11-26,,Basic,24,0,True,True,False,True,511,14,2024-03-19,2211.285714285714,8159,30958,2,0,1.0,2024-06-01,support,too expensive,2.0,2.0,30.0,4.0,0.0,62.5,59,592,182031,35,6,True,135,4.5,2024-01,0.4444444444444444,0.5932203389830508,4,1-2 Tickets,High (50-75%),True
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,7,False,True,S-5eaab8,2024-12-11,2024-12-23,Pro,7,343,False,False,False,False,12,11,2023-08-05,511.27272727272725,2189,5624,2,0,1.0,2024-08-11,budget,missing features,3.0,1.0,48.0,4.5,0.0,67.0,59,598,176630,28,6,True,385,12.8,2023-07,0.234375,0.4745762711864407,13,3-5 Tickets,High (50-75%),True
A-7641d3,Company_429,EdTech,US,2023-02-16,partner,Pro,8,True,True,S-3b3fac,2024-11-21,,Basic,10,190,False,False,False,True,516,11,2023-04-12,1096.3636363636363,2989,12060,0,1,2.0,2024-06-07,support,missing features | missing features,5.0,3.0,45.2,4.333333333333333,2.0,124.6,50,519,164755,26,4,True,477,15.9,2023-02,0.31446540880503143,0.52,16,3-5 Tickets,Medium (25-50%),True
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,10,True,False,S-5d532c,2024-12-26,2024-09-14,Enterprise,10,1990,False,False,True,True,481,15,2024-07-12,2886.0666666666666,9353,43291,0,1,1.0,2024-11-07,budget,switched to competitor,5.0,4.0,38.4,4.6,0.0,81.2,84,864,266624,45,2,True,145,4.8,2024-06,1.0416666666666667,0.5357142857142857,5,3-5 Tickets,Power User (Top 25%),True
A-c16b88,Company_431,HealthTech,US,2023-12-02,event,Enterprise,23,False,False,S-1682d4,2024-12-26,2024-07-11,Enterprise,23,4577,False,False,False,True,481,9,2024-03-08,2259.777777777778,8955,20338,2,0,1.0,2024-06-01,competitor,switched to competitor,3.0,2.0,48.333333333333336,3.0,0.0,137.66666666666666,48,457,154959,24,6,True,182,6.1,2023-12,0.49180327868852464,0.5,6,3-5 Tickets,Medium (25-50%),True
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Enterprise,3,True,False,S-652885,2024-12-08,,Basic,18,342,False,False,False,True,499,12,2024-01-01,814.4166666666666,4378,9773,2,0,0.0,,,,4.0,3.0,19.25,4.25,0.0,94.5,68,696,221691,47,6,False,900,30.0,2023-11,0.13333333333333333,0.6911764705882353,30,3-5 Tickets,Power User (Top 25%),True
A-87aa7b,Company_433,HealthTech,US,2024-05-16,organic,Pro,24,True,False,S-09076d,2024-12-23,,Pro,51,2499,False,True,False,True,484,16,2024-05-22,1430.0625,4776,22881,4,2,3.0,2024-12-26,budget,switched to competitor | missing features,3.0,2.0,27.333333333333332,,1.0,72.66666666666667,72,742,210545,35,6,True,224,7.5,2024-05,0.4,0.4861111111111111,8,3-5 Tickets,Power User (Top 25%),True
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,other,Pro,1,False,False,S-cb8a5c,2024-12-17,2024-04-02,Enterprise,1,199,False,False,False,True,490,4,2024-01-11,111.0,245,444,0,0,1.0,2024-03-20,pricing,switched to competitor,5.0,3.0,23.8,3.6666666666666665,0.0,88.6,26,244,85274,19,1,True,105,3.5,2023-12,1.4285714285714286,0.7307692307692307,4,3-5 Tickets,Low (Bottom 25%),True
A-39ddf4,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,False,S-cdd281,2024-12-30,2024-12-29,Enterprise,40,7960,False,False,False,True,477,9,2024-12-07,3981.777777777778,7960,35836,0,0,1.0,2024-12-13,support,,5.0,4.0,23.0,4.25,0.0,76.2,46,455,139654,36,6,True,8,0.3,2024-12,16.666666666666668,0.782608695652174,0,3-5 Tickets,Medium (25-50%),True
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,8,False,True,S-947b62,2024-12-25,2024-11-19,Enterprise,16,3184,False,False,False,True,482,12,2024-09-05,1215.25,4179,14583,3,0,2.0,2024-10-19,unknown,too expensive,8.0,3.0,35.25,3.8,0.0,65.625,57,550,175157,30,3,True,65,2.2,2024-08,3.6363636363636362,0.5263157894736842,2,6+ Tickets,High (50-75%),True
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,False,S-83c56d,2024-12-13,,Enterprise,45,8955,False,False,False,True,494,8,2024-05-13,3279.25,8955,26234,0,0,1.0,2024-11-13,unknown,too expensive,5.0,0.0,29.8,4.0,0.0,112.8,34,344,111161,13,1,True,191,6.4,2024-05,0.78125,0.38235294117647056,6,3-5 Tickets,Low (Bottom 25%),True
A-558c72,Company_438,FinTech,US,2023-06-01,organic,Basic,12,False,False,S-ebbda6,2024-10-10,2024-02-03,Pro,15,735,False,False,False,True,558,7,2023-06-12,1310.142857142857,2985,9171,1,0,1.0,2024-11-28,support,switched to competitor,4.0,2.0,64.25,4.5,1.0,79.25,30,296,83537,16,4,True,546,18.2,2023-06,0.21978021978021978,0.5333333333333333,18,3-5 Tickets,Low (Bottom 25%),True
A-b11cd0,Company_439,DevTools,US,2023-01-20,ads,Pro,26,True,True,S-9a1297,2024-07-20,2024-10-23,Pro,26,1274,False,False,False,True,640,6,2023-02-16,801.0,1764,4806,0,0,0.0,,,,4.0,0.0,38.5,4.0,0.0,140.75,29,278,85711,16,1,False,1187,39.6,2023-01,0.10101010101010101,0.5517241379310345,40,3-5 Tickets,Low (Bottom 25%),True
